Rank,Mode,Percentage,Category,Season
Diamond 3,Rumble,5.23,Extra,7
Champion 1,Rumble,2.92,Extra,7
Champion 2,Rumble,1.58,Extra,7
Champion 3,Rumble,0.85,Extra,7
Grand Champion 1,Rumble,0.37,Extra,7
Grand Champion 2,Rumble,0.12,Extra,7
Grand Champion 3,Rumble,0.03,Extra,7
Supersonic Legend,Rumble,0.01,Extra,7
Bronze 1,Dropshot,100.0,Extra,7
Bronze 2,Dropshot,99.57,Extra,7
Bronze 3,Dropshot,98.25,Extra,7
Silver 1,Dropshot,94.88,Extra,7
Silver 2,Dropshot,87.8,Extra,7
Silver 3,Dropshot,78.05,Extra,7
Gold 1,Dropshot,64.99,Extra,7
Gold 2,Dropshot,50.17,Extra,7
Gold 3,Dropshot,35.83,Extra,7
Platinum 1,Dropshot,23.82,Extra,7
Platinum 2,Dropshot,14.81,Extra,7
Platinum 3,Dropshot,8.77,Extra,7
Diamond 1,Dropshot,4.95,Extra,7
Diamond 2,Dropshot,2.67,Extra,7
Diamond 3,Dropshot,1.38,Extra,7
Champion 1,Dropshot,0.69,Extra,7
Champion 2,Dropshot,0.32,Extra,7
Champion 3,Dropshot,0.14,Extra,7
Grand Champion 1,Dropshot,0.05,Extra,7
Grand Champion 2,Dropshot,0.01,Extra,7
Grand Champion 3,Dropshot,0.0,Extra,7
Supersonic Legend,Dropshot,0.0,Extra,7
Bronze 1,Hoops,100.0,Extra,7
Bronze 2,Hoops,99.99,Extra,7
Bronze 3,Hoops,99.94,Extra,7
Silver 1,Hoops,99.7,Extra,7
Silver 2,Hoops,98.97,Extra,7
Silver 3,Hoops,97.08,Extra,7
Gold 1,Hoops,92.82,Extra,7
Gold 2,Hoops,84.96,Extra,7
Gold 3,Hoops,72.88,Extra,7
Platinum 1,Hoops,57.89,Extra,7
Platinum 2,Hoops,41.99,Extra,7
Platinum 3,Hoops,28.18,Extra,7
Diamond 1,Hoops,17.79,Extra,7
Diamond 2,Hoops,10.72,Extra,7
Diamond 3,Hoops,6.33,Extra,7
Champion 1,Hoops,3.66,Extra,7
Champion 2,Hoops,2.07,Extra,7
Champion 3,Hoops,1.16,Extra,7
Grand Champion 1,Hoops,0.55,Extra,7
Grand Champion 2,Hoops,0.18,Extra,7
Grand Champion 3,Hoops,0.05,Extra,7
Supersonic Legend,Hoops,0.03,Extra,7
Bronze 1,Snow Day,100.0,Extra,7
Bronze 2,Snow Day,98.97,Extra,7
Bronze 3,Snow Day,96.81,Extra,7
Silver 1,Snow Day,92.18,Extra,7
Silver 2,Snow Day,85.36,Extra,7
Silver 3,Snow Day,75.26,Extra,7
Gold 1,Snow Day,62.42,Extra,7
Gold 2,Snow Day,48.2,Extra,7
Gold 3,Snow Day,34.67,Extra,7
Platinum 1,Snow Day,23.36,Extra,7
Platinum 2,Snow Day,14.75,Extra,7
Platinum 3,Snow Day,8.85,Extra,7
Diamond 1,Snow Day,5.12,Extra,7
Diamond 2,Snow Day,2.83,Extra,7
Diamond 3,Snow Day,1.51,Extra,7
Champion 1,Snow Day,0.78,Extra,7
Champion 2,Snow Day,0.39,Extra,7
Champion 3,Snow Day,0.18,Extra,7
Grand Champion 1,Snow Day,0.07,Extra,7
Grand Champion 2,Snow Day,0.02,Extra,7
Grand Champion 3,Snow Day,0.01,Extra,7
Supersonic Legend,Snow Day,0.01,Extra,7
Bronze 1,Solo Duel,100.0,Standard,6
Bronze 2,Solo Duel,99.96,Standard,6
Bronze 3,Solo Duel,99.7,Standard,6
Silver 1,Solo Duel,98.67,Standard,6
Silver 2,Solo Duel,95.99,Standard,6
Silver 3,Solo Duel,90.58,Standard,6
Gold 1,Solo Duel,82.0,Standard,6
Gold 2,Solo Duel,70.0,Standard,6
Gold 3,Solo Duel,55.99,Standard,6
Platinum 1,Solo Duel,41.77,Standard,6
Platinum 2,Solo Duel,28.05,Standard,6
Platinum 3,Solo Duel,17.53,Standard,6
Diamond 1,Solo Duel,10.28,Standard,6
Diamond 2,Solo Duel,5.6,Standard,6
Diamond 3,Solo Duel,2.99,Standard,6
Champion 1,Solo Duel,1.55,Standard,6
Champion 2,Solo Duel,0.75,Standard,6
Champion 3,Solo Duel,0.36,Standard,6
Grand Champion 1,Solo Duel,0.17,Standard,6
Grand Champion 2,Solo Duel,0.08,Standard,6
Grand Champion 3,Solo Duel,0.04,Standard,6
Supersonic Legend,Solo Duel,0.02,Standard,6
Bronze 1,Standard,99.99,Standard,6
Bronze 2,Standard,99.86,Standard,6
Bronze 3,Standard,99.44,Standard,6
Silver 1,Standard,98.28,Standard,6
Silver 2,Standard,95.67,Standard,6
Silver 3,Standard,90.62,Standard,6
Gold 1,Standard,82.62,Standard,6
Gold 2,Standard,71.79,Standard,6
Gold 3,Standard,59.67,Standard,6
Platinum 1,Standard,48.11,Standard,6
Platinum 2,Standard,37.38,Standard,6
Platinum 3,Standard,28.61,Standard,6
Diamond 1,Standard,21.62,Standard,6
Diamond 2,Standard,14.32,Standard,6
Diamond 3,Standard,9.28,Standard,6
Champion 1,Standard,5.84,Standard,6
Champion 2,Standard,2.67,Standard,6
Champion 3,Standard,1.22,Standard,6
Grand Champion 1,Standard,0.53,Standard,6
Grand Champion 2,Standard,0.16,Standard,6
Grand Champion 3,Standard,0.04,Standard,6
Supersonic Legend,Standard,0.01,Standard,6
Bronze 1,Doubles,100.0,Standard,6
Bronze 2,Doubles,99.98,Standard,6
Bronze 3,Doubles,99.92,Standard,6
Silver 1,Doubles,99.72,Standard,6
Silver 2,Doubles,99.15,Standard,6
Silver 3,Doubles,97.8,Standard,6
Gold 1,Doubles,94.91,Standard,6
Gold 2,Doubles,89.58,Standard,6
Gold 3,Doubles,81.3,Standard,6
Platinum 1,Doubles,70.61,Standard,6
Platinum 2,Doubles,58.47,Standard,6
Platinum 3,Doubles,46.68,Standard,6
Diamond 1,Doubles,36.53,Standard,6
Diamond 2,Doubles,25.0,Standard,6
Diamond 3,Doubles,16.73,Standard,6
Champion 1,Doubles,10.97,Standard,6
Champion 2,Doubles,5.03,Standard,6
Champion 3,Doubles,2.23,Standard,6
Grand Champion 1,Doubles,0.92,Standard,6
Grand Champion 2,Doubles,0.21,Standard,6
Grand Champion 3,Doubles,0.05,Standard,6
Supersonic Legend,Doubles,0.01,Standard,6
Bronze 1,Rumble,100.01,Extra,6
Bronze 2,Rumble,99.96,Extra,6
Bronze 3,Rumble,99.72,Extra,6
Silver 1,Rumble,99.05,Extra,6
Silver 2,Rumble,97.58,Extra,6
Silver 3,Rumble,94.52,Extra,6
Gold 1,Rumble,89.07,Extra,6
Gold 2,Rumble,80.24,Extra,6
Gold 3,Rumble,67.93,Extra,6
Platinum 1,Rumble,53.41,Extra,6
Platinum 2,Rumble,38.3,Extra,6
Platinum 3,Rumble,25.4,Extra,6
Diamond 1,Rumble,15.87,Extra,6
Diamond 2,Rumble,9.32,Extra,6
Diamond 3,Rumble,5.39,Extra,6
Champion 1,Rumble,3.04,Extra,6
Champion 2,Rumble,1.63,Extra,6
Champion 3,Rumble,0.88,Extra,6
Grand Champion 1,Rumble,0.38,Extra,6
Grand Champion 2,Rumble,0.12,Extra,6
Grand Champion 3,Rumble,0.03,Extra,6
Supersonic Legend,Rumble,0.01,Extra,6
Bronze 1,Dropshot,99.99,Extra,6
Bronze 2,Dropshot,99.68,Extra,6
Bronze 3,Dropshot,98.69,Extra,6
Silver 1,Dropshot,96.08,Extra,6
Silver 2,Dropshot,90.42,Extra,6
Silver 3,Dropshot,82.27,Extra,6
Gold 1,Dropshot,70.79,Extra,6
Gold 2,Dropshot,56.81,Extra,6
Gold 3,Dropshot,42.34,Extra,6
Platinum 1,Dropshot,29.32,Extra,6
Platinum 2,Dropshot,18.93,Extra,6
Platinum 3,Dropshot,11.55,Extra,6
Diamond 1,Dropshot,6.73,Extra,6
Diamond 2,Dropshot,3.74,Extra,6
Diamond 3,Dropshot,2.0,Extra,6
Champion 1,Dropshot,1.04,Extra,6
Champion 2,Dropshot,0.52,Extra,6
Champion 3,Dropshot,0.25,Extra,6
Grand Champion 1,Dropshot,0.1,Extra,6
Grand Champion 2,Dropshot,0.03,Extra,6
Grand Champion 3,Dropshot,0.01,Extra,6
Supersonic Legend,Dropshot,0.0,Extra,6
Bronze 1,Hoops,100.0,Extra,6
Bronze 2,Hoops,99.99,Extra,6
Bronze 3,Hoops,99.93,Extra,6
Silver 1,Hoops,99.64,Extra,6
Silver 2,Hoops,98.81,Extra,6
Silver 3,Hoops,96.75,Extra,6
Gold 1,Hoops,92.25,Extra,6
Gold 2,Hoops,84.24,Extra,6
Gold 3,Hoops,72.28,Extra,6
Platinum 1,Hoops,57.67,Extra,6
Platinum 2,Hoops,42.17,Extra,6
Platinum 3,Hoops,28.63,Extra,6
Diamond 1,Hoops,18.32,Extra,6
Diamond 2,Hoops,11.16,Extra,6
Diamond 3,Hoops,6.63,Extra,6
Champion 1,Hoops,3.86,Extra,6
Champion 2,Hoops,2.18,Extra,6
Champion 3,Hoops,1.23,Extra,6
Grand Champion 1,Hoops,0.6,Extra,6
Grand Champion 2,Hoops,0.21,Extra,6
Grand Champion 3,Hoops,0.06,Extra,6
Supersonic Legend,Hoops,0.03,Extra,6
Bronze 1,Snow Day,100.04,Extra,6
Bronze 2,Snow Day,99.25,Extra,6
Bronze 3,Snow Day,97.56,Extra,6
Silver 1,Snow Day,93.89,Extra,6
Silver 2,Snow Day,88.32,Extra,6
Silver 3,Snow Day,79.83,Extra,6
Gold 1,Snow Day,68.42,Extra,6
Gold 2,Snow Day,54.98,Extra,6
Gold 3,Snow Day,41.21,Extra,6
Platinum 1,Snow Day,28.87,Extra,6
Platinum 2,Snow Day,18.97,Extra,6
Platinum 3,Snow Day,11.79,Extra,6
Diamond 1,Snow Day,6.98,Extra,6
Diamond 2,Snow Day,3.95,Extra,6
Diamond 3,Snow Day,2.18,Extra,6
Champion 1,Snow Day,1.18,Extra,6
Champion 2,Snow Day,0.61,Extra,6
Champion 3,Snow Day,0.31,Extra,6
Grand Champion 1,Snow Day,0.13,Extra,6
Grand Champion 2,Snow Day,0.04,Extra,6
Grand Champion 3,Snow Day,0.01,Extra,6
Supersonic Legend,Snow Day,0.01,Extra,6
Bronze 1,Solo Duel,100.0,Standard,5
Bronze 2,Solo Duel,99.94,Standard,5
Bronze 3,Solo Duel,99.61,Standard,5
Silver 1,Solo Duel,98.38,Standard,5
Silver 2,Solo Duel,95.33,Standard,5
Silver 3,Solo Duel,89.41,Standard,5
Gold 1,Solo Duel,80.32,Standard,5
Gold 2,Solo Duel,67.97,Standard,5
Gold 3,Solo Duel,54.06,Standard,5
Platinum 1,Solo Duel,40.32,Standard,5
Platinum 2,Solo Duel,27.16,Standard,5
Platinum 3,Solo Duel,17.17,Standard,5
Diamond 1,Solo Duel,10.27,Standard,5
Diamond 2,Solo Duel,5.7,Standard,5
Diamond 3,Solo Duel,3.11,Standard,5
Champion 1,Solo Duel,1.65,Standard,5
Champion 2,Solo Duel,0.82,Standard,5
Champion 3,Solo Duel,0.39,Standard,5
Grand Champion 1,Solo Duel,0.19,Standard,5
Grand Champion 2,Solo Duel,0.09,Standard,5
Grand Champion 3,Solo Duel,0.05,Standard,5
Supersonic Legend,Solo Duel,0.03,Standard,5
Bronze 1,Standard,100.01,Standard,5
Bronze 2,Standard,99.85,Standard,5
Bronze 3,Standard,99.34,Standard,5
Silver 1,Standard,97.99,Standard,5
Silver 2,Standard,95.02,Standard,5
Silver 3,Standard,89.41,Standard,5
Gold 1,Standard,80.79,Standard,5
Gold 2,Standard,69.42,Standard,5
Gold 3,Standard,57.03,Standard,5
Platinum 1,Standard,45.55,Standard,5
Platinum 2,Standard,35.09,Standard,5
Platinum 3,Standard,26.69,Standard,5
Diamond 1,Standard,20.13,Standard,5
Diamond 2,Standard,13.26,Standard,5
Diamond 3,Standard,8.55,Standard,5
Champion 1,Standard,5.37,Standard,5
Champion 2,Standard,2.43,Standard,5
Champion 3,Standard,1.1,Standard,5
Grand Champion 1,Standard,0.48,Standard,5
Grand Champion 2,Standard,0.15,Standard,5
Grand Champion 3,Standard,0.04,Standard,5
Supersonic Legend,Standard,0.01,Standard,5
Bronze 1,Doubles,99.99,Standard,5
Bronze 2,Doubles,99.96,Standard,5
Bronze 3,Doubles,99.86,Standard,5
Silver 1,Doubles,99.52,Standard,5
Silver 2,Doubles,98.59,Standard,5
Silver 3,Doubles,96.46,Standard,5
Gold 1,Doubles,92.23,Standard,5
Gold 2,Doubles,85.03,Standard,5
Gold 3,Doubles,74.91,Standard,5
Platinum 1,Doubles,63.19,Standard,5
Platinum 2,Doubles,51.04,Standard,5
Platinum 3,Doubles,40.12,Standard,5
Diamond 1,Doubles,31.2,Standard,5
Diamond 2,Doubles,21.23,Standard,5
Diamond 3,Doubles,14.21,Standard,5
Champion 1,Doubles,9.34,Standard,5
Champion 2,Doubles,4.27,Standard,5
Champion 3,Doubles,1.89,Standard,5
Grand Champion 1,Doubles,0.78,Standard,5
Grand Champion 2,Doubles,0.18,Standard,5
Grand Champion 3,Doubles,0.04,Standard,5
Supersonic Legend,Doubles,0.01,Standard,5
Bronze 1,Rumble,100.0,Extra,5
Bronze 2,Rumble,99.93,Extra,5
Bronze 3,Rumble,99.65,Extra,5
Silver 1,Rumble,98.89,Extra,5
Silver 2,Rumble,97.26,Extra,5
Silver 3,Rumble,93.92,Extra,5
Gold 1,Rumble,88.06,Extra,5
Gold 2,Rumble,78.78,Extra,5
Gold 3,Rumble,66.14,Extra,5
Platinum 1,Rumble,51.67,Extra,5
Platinum 2,Rumble,36.82,Extra,5
Platinum 3,Rumble,24.33,Extra,5
Diamond 1,Rumble,15.22,Extra,5
Diamond 2,Rumble,8.9,Extra,5
Diamond 3,Rumble,5.12,Extra,5
Champion 1,Rumble,2.89,Extra,5
Champion 2,Rumble,1.51,Extra,5
Champion 3,Rumble,0.8,Extra,5
Grand Champion 1,Rumble,0.35,Extra,5
Grand Champion 2,Rumble,0.11,Extra,5
Grand Champion 3,Rumble,0.03,Extra,5
Supersonic Legend,Rumble,0.01,Extra,5
Bronze 1,Dropshot,99.98,Extra,5
Bronze 2,Dropshot,99.74,Extra,5
Bronze 3,Dropshot,98.97,Extra,5
Silver 1,Dropshot,96.92,Extra,5
Silver 2,Dropshot,92.28,Extra,5
Silver 3,Dropshot,85.37,Extra,5
Gold 1,Dropshot,75.21,Extra,5
Gold 2,Dropshot,62.22,Extra,5
Gold 3,Dropshot,47.93,Extra,5
Platinum 1,Dropshot,34.35,Extra,5
Platinum 2,Dropshot,22.88,Extra,5
Platinum 3,Dropshot,14.33,Extra,5
Diamond 1,Dropshot,8.49,Extra,5
Diamond 2,Dropshot,4.79,Extra,5
Diamond 3,Dropshot,2.56,Extra,5
Champion 1,Dropshot,1.31,Extra,5
Champion 2,Dropshot,0.64,Extra,5
Champion 3,Dropshot,0.3,Extra,5
Grand Champion 1,Dropshot,0.11,Extra,5
Grand Champion 2,Dropshot,0.02,Extra,5
Grand Champion 3,Dropshot,0.0,Extra,5
Supersonic Legend,Dropshot,0.0,Extra,5
Bronze 1,Hoops,100.03,Extra,5
Bronze 2,Hoops,100.01,Extra,5
Bronze 3,Hoops,99.93,Extra,5
Silver 1,Hoops,99.58,Extra,5
Silver 2,Hoops,98.61,Extra,5
Silver 3,Hoops,96.31,Extra,5
Gold 1,Hoops,91.47,Extra,5
Gold 2,Hoops,83.12,Extra,5
Gold 3,Hoops,71.04,Extra,5
Platinum 1,Hoops,56.64,Extra,5
Platinum 2,Hoops,41.46,Extra,5
Platinum 3,Hoops,28.26,Extra,5
Diamond 1,Hoops,18.18,Extra,5
Diamond 2,Hoops,11.08,Extra,5
Diamond 3,Hoops,6.58,Extra,5
Champion 1,Hoops,3.83,Extra,5
Champion 2,Hoops,2.13,Extra,5
Champion 3,Hoops,1.19,Extra,5
Grand Champion 1,Hoops,0.59,Extra,5
Grand Champion 2,Hoops,0.2,Extra,5
Grand Champion 3,Hoops,0.06,Extra,5
Supersonic Legend,Hoops,0.03,Extra,5
Bronze 1,Snow day,100.0,Extra,5
Bronze 2,Snow day,99.39,Extra,5
Bronze 3,Snow day,98.07,Extra,5
Silver 1,Snow day,95.08,Extra,5
Silver 2,Snow day,90.47,Extra,5
Silver 3,Snow day,83.25,Extra,5
Gold 1,Snow day,73.09,Extra,5
Gold 2,Snow day,60.53,Extra,5
Gold 3,Snow day,46.93,Extra,5
Platinum 1,Snow day,33.95,Extra,5
Platinum 2,Snow day,23.0,Extra,5
Platinum 3,Snow day,14.67,Extra,5
Diamond 1,Snow day,8.85,Extra,5
Diamond 2,Snow day,5.02,Extra,5
Diamond 3,Snow day,2.76,Extra,5
Champion 1,Snow day,1.48,Extra,5
Champion 2,Snow day,0.76,Extra,5
Champion 3,Snow day,0.37,Extra,5
Grand Champion 1,Snow day,0.15,Extra,5
Grand Champion 2,Snow day,0.04,Extra,5
Grand Champion 3,Snow day,0.01,Extra,5
Supersonic Legend,Snow day,0.01,Extra,5
Bronze 1,Solo Duel,100.0,Standard,4
Bronze 2,Solo Duel,99.94,Standard,4
Bronze 3,Solo Duel,99.58,Standard,4
Silver 1,Solo Duel,98.29,Standard,4
Silver 2,Solo Duel,95.18,Standard,4
Silver 3,Solo Duel,89.34,Standard,4
Gold 1,Solo Duel,80.59,Standard,4
Gold 2,Solo Duel,68.66,Standard,4
Gold 3,Solo Duel,55.22,Standard,4
Platinum 1,Solo Duel,41.88,Standard,4
Platinum 2,Solo Duel,28.68,Standard,4
Platinum 3,Solo Duel,18.53,Standard,4
Diamond 1,Solo Duel,11.39,Standard,4
Diamond 2,Solo Duel,6.43,Standard,4
Diamond 3,Solo Duel,3.59,Standard,4
Champion 1,Solo Duel,1.95,Standard,4
Champion 2,Solo Duel,0.99,Standard,4
Champion 3,Solo Duel,0.46,Standard,4
Grand Champion 1,Solo Duel,0.21,Standard,4
Grand Champion 2,Solo Duel,0.1,Standard,4
Grand Champion 3,Solo Duel,0.05,Standard,4
Supersonic Legend,Solo Duel,0.03,Standard,4
Bronze 1,Standard,100.0,Standard,4
Bronze 2,Standard,99.82,Standard,4
Bronze 3,Standard,99.25,Standard,4
Silver 1,Standard,97.8,Standard,4
Silver 2,Standard,94.68,Standard,4
Silver 3,Standard,88.9,Standard,4
Gold 1,Standard,80.23,Standard,4
Gold 2,Standard,68.85,Standard,4
Gold 3,Standard,56.56,Standard,4
Platinum 1,Standard,45.23,Standard,4
Platinum 2,Standard,34.78,Standard,4
Platinum 3,Standard,26.39,Standard,4
Diamond 1,Standard,19.89,Standard,4
Diamond 2,Standard,13.05,Standard,4
Diamond 3,Standard,8.37,Standard,4
Champion 1,Standard,5.24,Standard,4
Champion 2,Standard,2.35,Standard,4
Champion 3,Standard,1.06,Standard,4
Grand Champion 1,Standard,0.47,Standard,4
Grand Champion 2,Standard,0.15,Standard,4
Grand Champion 3,Standard,0.04,Standard,4
Supersonic Legend,Standard,0.01,Standard,4
Bronze 1,Doubles,100.0,Standard,4
Bronze 2,Doubles,99.97,Standard,4
Bronze 3,Doubles,99.84,Standard,4
Silver 1,Doubles,99.39,Standard,4
Silver 2,Doubles,98.14,Standard,4
Silver 3,Doubles,95.3,Standard,4
Gold 1,Doubles,89.9,Standard,4
Gold 2,Doubles,81.32,Standard,4
Gold 3,Doubles,70.14,Standard,4
Platinum 1,Doubles,58.24,Standard,4
Platinum 2,Doubles,46.49,Standard,4
Platinum 3,Doubles,36.34,Standard,4
Diamond 1,Doubles,28.22,Standard,4
Diamond 2,Doubles,19.2,Standard,4
Diamond 3,Doubles,12.85,Standard,4
Champion 1,Doubles,8.46,Standard,4
Champion 2,Doubles,3.87,Standard,4
Champion 3,Doubles,1.72,Standard,4
Grand Champion 1,Doubles,0.71,Standard,4
Grand Champion 2,Doubles,0.16,Standard,4
Grand Champion 3,Doubles,0.04,Standard,4
Supersonic Legend,Doubles,0.01,Standard,4
Bronze 1,Rumble,100.0,Extra,4
Bronze 2,Rumble,99.92,Extra,4
Bronze 3,Rumble,99.62,Extra,4
Silver 1,Rumble,98.81,Extra,4
Silver 2,Rumble,97.12,Extra,4
Silver 3,Rumble,93.7,Extra,4
Gold 1,Rumble,87.8,Extra,4
Gold 2,Rumble,78.52,Extra,4
Gold 3,Rumble,66.06,Extra,4
Platinum 1,Rumble,51.92,Extra,4
Platinum 2,Rumble,37.3,Extra,4
Platinum 3,Rumble,24.9,Extra,4
Diamond 1,Rumble,15.78,Extra,4
Diamond 2,Rumble,9.28,Extra,4
Diamond 3,Rumble,5.35,Extra,4
Champion 1,Rumble,3.04,Extra,4
Champion 2,Rumble,1.56,Extra,4
Champion 3,Rumble,0.8,Extra,4
Grand Champion 1,Rumble,0.35,Extra,4
Grand Champion 2,Rumble,0.11,Extra,4
Grand Champion 3,Rumble,0.03,Extra,4
Supersonic Legend,Rumble,0.01,Extra,4
Bronze 1,Dropshot,100.0,Extra,4
Bronze 2,Dropshot,99.83,Extra,4
Bronze 3,Dropshot,99.28,Extra,4
Silver 1,Dropshot,97.72,Extra,4
Silver 2,Dropshot,94.14,Extra,4
Silver 3,Dropshot,88.58,Extra,4
Gold 1,Dropshot,80.03,Extra,4
Gold 2,Dropshot,68.47,Extra,4
Gold 3,Dropshot,54.88,Extra,4
Platinum 1,Dropshot,41.05,Extra,4
Platinum 2,Dropshot,28.47,Extra,4
Platinum 3,Dropshot,18.51,Extra,4
Diamond 1,Dropshot,11.31,Extra,4
Diamond 2,Dropshot,6.51,Extra,4
Diamond 3,Dropshot,3.56,Extra,4
Champion 1,Dropshot,1.84,Extra,4
Champion 2,Dropshot,0.9,Extra,4
Champion 3,Dropshot,0.42,Extra,4
Grand Champion 1,Dropshot,0.17,Extra,4
Grand Champion 2,Dropshot,0.05,Extra,4
Grand Champion 3,Dropshot,0.01,Extra,4
Supersonic Legend,Dropshot,0.0,Extra,4
Bronze 1,Hoops,100.0,Extra,4
Bronze 2,Hoops,99.98,Extra,4
Bronze 3,Hoops,99.88,Extra,4
Silver 1,Hoops,99.46,Extra,4
Silver 2,Hoops,98.36,Extra,4
Silver 3,Hoops,95.89,Extra,4
Gold 1,Hoops,90.87,Extra,4
Gold 2,Hoops,82.44,Extra,4
Gold 3,Hoops,70.6,Extra,4
Platinum 1,Hoops,56.58,Extra,4
Platinum 2,Hoops,41.78,Extra,4
Platinum 3,Hoops,28.74,Extra,4
Diamond 1,Hoops,18.65,Extra,4
Diamond 2,Hoops,11.38,Extra,4
Diamond 3,Hoops,6.74,Extra,4
Champion 1,Hoops,3.87,Extra,4
Champion 2,Hoops,2.12,Extra,4
Champion 3,Hoops,1.14,Extra,4
Grand Champion 1,Hoops,0.56,Extra,4
Grand Champion 2,Hoops,0.19,Extra,4
Grand Champion 3,Hoops,0.05,Extra,4
Supersonic Legend,Hoops,0.03,Extra,4
Bronze 1,Snow Day,100.0,Extra,4
Bronze 2,Snow Day,99.55,Extra,4
Bronze 3,Snow Day,98.53,Extra,4
Silver 1,Snow Day,96.16,Extra,4
Silver 2,Snow Day,92.47,Extra,4
Silver 3,Snow Day,86.47,Extra,4
Gold 1,Snow Day,77.79,Extra,4
Gold 2,Snow Day,66.51,Extra,4
Gold 3,Snow Day,53.58,Extra,4
Platinum 1,Snow Day,40.37,Extra,4
Platinum 2,Snow Day,28.35,Extra,4
Platinum 3,Snow Day,18.83,Extra,4
Diamond 1,Snow Day,11.69,Extra,4
Diamond 2,Snow Day,6.8,Extra,4
Diamond 3,Snow Day,3.76,Extra,4
Champion 1,Snow Day,2.0,Extra,4
Champion 2,Snow Day,1.02,Extra,4
Champion 3,Snow Day,0.52,Extra,4
Grand Champion 1,Snow Day,0.21,Extra,4
Grand Champion 2,Snow Day,0.06,Extra,4
Grand Champion 3,Snow Day,0.01,Extra,4
Supersonic Legend,Snow Day,0.01,Extra,4
Bronze 1,Solo Duel,100.0,Standard,3
Bronze 2,Solo Duel,99.9,Standard,3
Bronze 3,Solo Duel,99.46,Standard,3
Silver 1,Solo Duel,97.99,Standard,3
Silver 2,Solo Duel,94.7,Standard,3
Silver 3,Solo Duel,88.81,Standard,3
Gold 1,Solo Duel,80.25,Standard,3
Gold 2,Solo Duel,68.52,Standard,3
Gold 3,Solo Duel,55.48,Standard,3
Platinum 1,Solo Duel,42.66,Standard,3
Platinum 2,Solo Duel,29.49,Standard,3
Platinum 3,Solo Duel,19.37,Standard,3
Diamond 1,Solo Duel,12.26,Standard,3
Diamond 2,Solo Duel,7.07,Standard,3
Diamond 3,Solo Duel,4.06,Standard,3
Champion 1,Solo Duel,2.32,Standard,3
Champion 2,Solo Duel,1.23,Standard,3
Champion 3,Solo Duel,0.63,Standard,3
Grand Champion 1,Solo Duel,0.25,Standard,3
Grand Champion 2,Solo Duel,0.11,Standard,3
Grand Champion 3,Solo Duel,0.05,Standard,3
Supersonic Legend,Solo Duel,0.03,Standard,3
Bronze 1,Standard,100.0,Standard,3
Bronze 2,Standard,99.76,Standard,3
Bronze 3,Standard,99.08,Standard,3
Silver 1,Standard,97.41,Standard,3
Silver 2,Standard,93.92,Standard,3
Silver 3,Standard,87.71,Standard,3
Gold 1,Standard,78.69,Standard,3
Gold 2,Standard,67.11,Standard,3
Gold 3,Standard,54.83,Standard,3
Platinum 1,Standard,43.71,Standard,3
Platinum 2,Standard,33.49,Standard,3
Platinum 3,Standard,25.33,Standard,3
Diamond 1,Standard,19.13,Standard,3
Diamond 2,Standard,12.58,Standard,3
Diamond 3,Standard,8.07,Standard,3
Champion 1,Standard,5.08,Standard,3
Champion 2,Standard,2.24,Standard,3
Champion 3,Standard,0.99,Standard,3
Grand Champion 1,Standard,0.44,Standard,3
Grand Champion 2,Standard,0.14,Standard,3
Grand Champion 3,Standard,0.04,Standard,3
Supersonic Legend,Standard,0.01,Standard,3
Bronze 1,Doubles,100.0,Standard,3
Bronze 2,Doubles,99.91,Standard,3
Bronze 3,Doubles,99.57,Standard,3
Silver 1,Doubles,98.55,Standard,3
Silver 2,Doubles,96.09,Standard,3
Silver 3,Doubles,91.33,Standard,3
Gold 1,Doubles,83.69,Standard,3
Gold 2,Doubles,73.1,Standard,3
Gold 3,Doubles,61.22,Standard,3
Platinum 1,Doubles,49.91,Standard,3
Platinum 2,Doubles,39.27,Standard,3
Platinum 3,Doubles,30.6,Standard,3
Diamond 1,Doubles,23.8,Standard,3
Diamond 2,Doubles,16.24,Standard,3
Diamond 3,Doubles,10.95,Standard,3
Champion 1,Doubles,7.33,Standard,3
Champion 2,Doubles,3.43,Standard,3
Champion 3,Doubles,1.52,Standard,3
Grand Champion 1,Doubles,0.66,Standard,3
Grand Champion 2,Doubles,0.16,Standard,3
Grand Champion 3,Doubles,0.04,Standard,3
Supersonic Legend,Doubles,0.01,Standard,3
Bronze 1,Rumble,100.0,Extra,3
Bronze 2,Rumble,99.9,Extra,3
Bronze 3,Rumble,99.56,Extra,3
Silver 1,Rumble,98.66,Extra,3
Silver 2,Rumble,96.81,Extra,3
Silver 3,Rumble,93.14,Extra,3
Gold 1,Rumble,86.96,Extra,3
Gold 2,Rumble,77.49,Extra,3
Gold 3,Rumble,65.06,Extra,3
Platinum 1,Rumble,51.21,Extra,3
Platinum 2,Rumble,36.91,Extra,3
Platinum 3,Rumble,24.78,Extra,3
Diamond 1,Rumble,15.85,Extra,3
Diamond 2,Rumble,9.34,Extra,3
Diamond 3,Rumble,5.37,Extra,3
Champion 1,Rumble,3.07,Extra,3
Champion 2,Rumble,1.54,Extra,3
Champion 3,Rumble,0.76,Extra,3
Grand Champion 1,Rumble,0.32,Extra,3
Grand Champion 2,Rumble,0.1,Extra,3
Grand Champion 3,Rumble,0.03,Extra,3
Supersonic Legend,Rumble,0.01,Extra,3
Bronze 1,Dropshot,100.0,Extra,3
